# transcript_id -> curated family, derived from Rfam via RNAcentral.
# taxid 9606. Regenerate with bin/python/refdata_generation/build_rfam_family_table.py.
# NOT reference-derived, so unlike hg38.repbase-class-family.tsv this
# is not circular. Validated on hg38: 255 predictions, 255 correct, 0 wrong.
transcript_id	family	rfam_id
ENST00000362601	YRNA	Y_RNA
ENST00000362604	SNORA	SNORA27
ENST00000362606	YRNA	Y_RNA
ENST00000362607	SNORA	SNORA31
ENST00000362617	YRNA	Y_RNA
ENST00000362619	SNORD	SNORD115
ENST00000362620	YRNA	Y_RNA
ENST00000362637	YRNA	Y_RNA
ENST00000362646	YRNA	Y_RNA
ENST00000362670	YRNA	Y_RNA
ENST00000362680	YRNA	Y_RNA
ENST00000362682	SNORA	SNORA63
ENST00000362695	YRNA	Y_RNA
ENST00000362696	SNORA	SNORA64
ENST00000362697	YRNA	Y_RNA
ENST00000362701	SNORA	SNORA22
ENST00000362704	SNORD	SNORD18
ENST00000362705	SNORD	SNORD113
ENST00000362710	YRNA	Y_RNA
ENST00000362714	YRNA	Y_RNA
ENST00000362721	YRNA	Y_RNA
ENST00000362723	SNORD	SNORD113
ENST00000362725	YRNA	Y_RNA
ENST00000362760	YRNA	Y_RNA
ENST00000362761	SNORD	SNORD33
ENST00000362765	YRNA	Y_RNA
ENST00000362797	YRNA	Y_RNA
ENST00000362798	YRNA	Y_RNA
ENST00000362803	SNORD	SNORD16
ENST00000362806	YRNA	Y_RNA
ENST00000362807	YRNA	Y_RNA
ENST00000362828	YRNA	Y_RNA
ENST00000362831	YRNA	Y_RNA
ENST00000362834	SNORD	SNORD115
ENST00000362835	YRNA	Y_RNA
ENST00000362840	YRNA	Y_RNA
ENST00000362841	YRNA	Y_RNA
ENST00000362842	SNORD	SNORD115
ENST00000362845	YRNA	Y_RNA
ENST00000362846	YRNA	Y_RNA
ENST00000362862	YRNA	Y_RNA
ENST00000362870	YRNA	Y_RNA
ENST00000362874	SNORD	SNORD36
ENST00000362881	YRNA	Y_RNA
ENST00000362885	YRNA	Y_RNA
ENST00000362886	YRNA	Y_RNA
ENST00000362892	YRNA	Y_RNA
ENST00000362894	YRNA	Y_RNA
ENST00000362911	YRNA	Y_RNA
ENST00000362912	SNORD	SNORD115
ENST00000362913	SNORD	SNORD56
ENST00000362915	SNORA	SNORA52
ENST00000362917	SNORA	SNORA42
ENST00000362927	YRNA	Y_RNA
ENST00000362928	SNORD	SNORD113
ENST00000362962	YRNA	Y_RNA
ENST00000362963	SNORD	SNORD115
ENST00000362970	YRNA	Y_RNA
ENST00000362987	SNORD	SNORD50
ENST00000362992	YRNA	Y_RNA
ENST00000362996	YRNA	Y_RNA
ENST00000362997	YRNA	Y_RNA
ENST00000363014	YRNA	Y_RNA
ENST00000363020	YRNA	Y_RNA
ENST00000363025	YRNA	Y_RNA
ENST00000363031	YRNA	Y_RNA
ENST00000363041	YRNA	Y_RNA
ENST00000363044	SNORD	SNORD113
ENST00000363064	SNORD	SNORD81
ENST00000363066	YRNA	Y_RNA
ENST00000363068	YRNA	Y_RNA
ENST00000363072	SNORD	SNORD113
ENST00000363089	SNORA	SNORA2
ENST00000363090	SNORD	SNORD115
ENST00000363092	YRNA	Y_RNA
ENST00000363094	YRNA	Y_RNA
ENST00000363098	SNORD	SNORD115
ENST00000363100	SNORD	SNORD115
ENST00000363107	SNORA	SNORA73
ENST00000363110	YRNA	Y_RNA
ENST00000363138	YRNA	Y_RNA
ENST00000363141	YRNA	Y_RNA
ENST00000363154	YRNA	Y_RNA
ENST00000363170	YRNA	Y_RNA
ENST00000363171	YRNA	Y_RNA
ENST00000363179	YRNA	Y_RNA
ENST00000363181	SNORD	SNORD45
ENST00000363182	YRNA	Y_RNA
ENST00000363189	YRNA	Y_RNA
ENST00000363190	YRNA	Y_RNA
ENST00000363193	SNORA	SNORA30
ENST00000363202	SNORD	SNORD44
ENST00000363205	SNORA	SNORA25
ENST00000363215	YRNA	Y_RNA
ENST00000363217	SNORA	SNORA73
ENST00000363219	SNORD	SNORD113
ENST00000363220	YRNA	Y_RNA
ENST00000363242	SNORD	SNORD56
ENST00000363243	SNORA	SNORA51
ENST00000363248	YRNA	Y_RNA
ENST00000363250	YRNA	Y_RNA
ENST00000363265	YRNA	Y_RNA
ENST00000363272	YRNA	Y_RNA
ENST00000363280	SNORD	SNORD113
ENST00000363293	SNORD	SNORD115
ENST00000363300	YRNA	Y_RNA
ENST00000363301	YRNA	Y_RNA
ENST00000363304	YRNA	Y_RNA
ENST00000363309	YRNA	Y_RNA
ENST00000363331	YRNA	Y_RNA
ENST00000363336	SNORD	SNORD74
ENST00000363338	YRNA	Y_RNA
ENST00000363339	YRNA	Y_RNA
ENST00000363345	SNORD	SNORD113
ENST00000363358	SNORD	SNORD115
ENST00000363365	SNORA	SNORA27
ENST00000363367	SNORA	SNORA70
ENST00000363371	YRNA	Y_RNA
ENST00000363382	YRNA	Y_RNA
ENST00000363386	YRNA	Y_RNA
ENST00000363389	SNORD	SNORD35
ENST00000363391	YRNA	Y_RNA
ENST00000363392	YRNA	Y_RNA
ENST00000363400	YRNA	Y_RNA
ENST00000363409	SNORD	SNORD113
ENST00000363413	YRNA	Y_RNA
ENST00000363418	SNORA	SNORA18
ENST00000363421	YRNA	Y_RNA
ENST00000363424	SNORA	SNORA36
ENST00000363428	YRNA	Y_RNA
ENST00000363435	YRNA	Y_RNA
ENST00000363439	YRNA	Y_RNA
ENST00000363444	YRNA	Y_RNA
ENST00000363450	SNORA	SNORA63
ENST00000363455	YRNA	Y_RNA
ENST00000363464	YRNA	Y_RNA
ENST00000363474	YRNA	Y_RNA
ENST00000363481	YRNA	Y_RNA
ENST00000363484	SNORA	SNORA71
ENST00000363485	SNORA	SNORA72
ENST00000363491	YRNA	Y_RNA
ENST00000363497	SNORD	SNORD113
ENST00000363507	SNORD	SNORD56
ENST00000363520	YRNA	Y_RNA
ENST00000363521	YRNA	Y_RNA
ENST00000363524	SNORA	SNORA38
ENST00000363527	YRNA	Y_RNA
ENST00000363528	SNORD	SNORD115
ENST00000363536	SNORD	SNORD113
ENST00000363543	SNORD	SNORD113
ENST00000363548	SNORA	SNORA63
ENST00000363549	YRNA	Y_RNA
ENST00000363552	SNORD	SNORD45
ENST00000363557	YRNA	Y_RNA
ENST00000363558	YRNA	Y_RNA
ENST00000363562	YRNA	Y_RNA
ENST00000363566	YRNA	Y_RNA
ENST00000363572	SNORD	SNORD45
ENST00000363608	SNORD	SNORD115
ENST00000363610	SNORD	SNORD113
ENST00000363616	SNORD	SNORD115
ENST00000363624	YRNA	Y_RNA
ENST00000363632	YRNA	Y_RNA
ENST00000363633	SNORD	SNORD115
ENST00000363636	YRNA	Y_RNA
ENST00000363638	YRNA	Y_RNA
ENST00000363651	YRNA	Y_RNA
ENST00000363660	SNORD	SNORD35
ENST00000363664	SNORA	SNORA33
ENST00000363666	SNORA	SNORA25
ENST00000363682	YRNA	Y_RNA
ENST00000363683	YRNA	Y_RNA
ENST00000363694	SNORD	SNORD115
ENST00000363702	YRNA	Y_RNA
ENST00000363709	YRNA	Y_RNA
ENST00000363721	YRNA	Y_RNA
ENST00000363723	SNORD	SNORD115
ENST00000363730	YRNA	Y_RNA
ENST00000363735	YRNA	Y_RNA
ENST00000363738	SNORD	SNORD113
ENST00000363742	SNORD	SNORD113
ENST00000363745	YRNA	Y_RNA
ENST00000363746	YRNA	Y_RNA
ENST00000363750	SNORA	SNORA7
ENST00000363753	SNORD	SNORD18
ENST00000363760	YRNA	Y_RNA
ENST00000363762	SNORD	SNORD113
ENST00000363765	YRNA	Y_RNA
ENST00000363766	SNORD	SNORD113
ENST00000363768	SNORD	SNORD115
ENST00000363776	YRNA	Y_RNA
ENST00000363782	SNORA	SNORA25
ENST00000363786	SNORA	SNORA5
ENST00000363791	SNORD	SNORD116
ENST00000363807	SNORD	SNORD18
ENST00000363810	SNORD	SNORD115
ENST00000363815	YRNA	Y_RNA
ENST00000363832	YRNA	Y_RNA
ENST00000363836	SNORD	SNORD45
ENST00000363856	SNORD	SNORD115
ENST00000363863	SNORD	SNORD38
ENST00000363867	YRNA	Y_RNA
ENST00000363872	YRNA	Y_RNA
ENST00000363880	YRNA	Y_RNA
ENST00000363882	YRNA	Y_RNA
ENST00000363883	SNORD	SNORD56
ENST00000363884	YRNA	Y_RNA
ENST00000363887	SNORD	SNORD115
ENST00000363894	YRNA	Y_RNA
ENST00000363899	YRNA	Y_RNA
ENST00000363922	SNORA	SNORA42
ENST00000363931	SNORD	SNORD115
ENST00000363942	SNORD	SNORD115
ENST00000363946	SNORA	SNORA38
ENST00000363952	YRNA	Y_RNA
ENST00000363953	SNORD	SNORD113
ENST00000363959	YRNA	Y_RNA
ENST00000363961	SNORD	SNORD36
ENST00000363962	SNORD	SNORD113
ENST00000363964	YRNA	Y_RNA
ENST00000363972	YRNA	Y_RNA
ENST00000363977	YRNA	Y_RNA
ENST00000363979	YRNA	Y_RNA
ENST00000363981	SNORD	SNORD27
ENST00000363985	YRNA	Y_RNA
ENST00000364004	YRNA	Y_RNA
ENST00000364009	SNORD	SNORD14
ENST00000364013	YRNA	Y_RNA
ENST00000364014	YRNA	Y_RNA
ENST00000364018	YRNA	Y_RNA
ENST00000364021	SNORD	SNORD74
ENST00000364043	SNORD	SNORD46
ENST00000364079	SNORD	SNORD115
ENST00000364083	YRNA	Y_RNA
ENST00000364089	SNORA	SNORA74
ENST00000364099	SNORD	SNORD95
ENST00000364106	YRNA	Y_RNA
ENST00000364112	YRNA	Y_RNA
ENST00000364113	SNORA	SNORA3
ENST00000364117	SNORD	SNORD115
ENST00000364121	SNORA	SNORA25
ENST00000364128	YRNA	Y_RNA
ENST00000364129	SNORD	SNORD74
ENST00000364133	SNORA	SNORA58
ENST00000364136	YRNA	Y_RNA
ENST00000364139	SNORD	SNORD46
ENST00000364142	YRNA	Y_RNA
ENST00000364143	YRNA	Y_RNA
ENST00000364155	SNORD	SNORD74
ENST00000364164	YRNA	Y_RNA
ENST00000364166	SNORD	SNORD113
ENST00000364172	SNORA	SNORA38
ENST00000364177	YRNA	Y_RNA
ENST00000364178	YRNA	Y_RNA
ENST00000364201	YRNA	Y_RNA
ENST00000364204	YRNA	Y_RNA
ENST00000364214	YRNA	Y_RNA
ENST00000364218	YRNA	Y_RNA
ENST00000364228	YRNA	Y_RNA
ENST00000364232	YRNA	Y_RNA
ENST00000364244	YRNA	Y_RNA
ENST00000364248	YRNA	Y_RNA
ENST00000364259	SNORA	SNORA58
ENST00000364263	SNORA	SNORA4
ENST00000364264	YRNA	Y_RNA
ENST00000364268	YRNA	Y_RNA
ENST00000364273	SNORD	SNORD115
ENST00000364281	SNORD	SNORD56
ENST00000364287	SNORA	SNORA62
ENST00000364290	YRNA	Y_RNA
ENST00000364308	YRNA	Y_RNA
ENST00000364337	YRNA	Y_RNA
ENST00000364338	YRNA	Y_RNA
ENST00000364339	SNORD	SNORD42
ENST00000364346	YRNA	Y_RNA
ENST00000364347	YRNA	Y_RNA
ENST00000364348	YRNA	Y_RNA
ENST00000364358	YRNA	Y_RNA
ENST00000364369	YRNA	Y_RNA
ENST00000364370	SNORD	SNORD113
ENST00000364375	SNORA	SNORA25
ENST00000364377	SNORD	SNORD113
ENST00000364393	SNORD	SNORD113
ENST00000364394	SNORD	SNORD73
ENST00000364407	YRNA	Y_RNA
ENST00000364409	YRNA	Y_RNA
ENST00000364427	YRNA	Y_RNA
ENST00000364430	SNORD	SNORD115
ENST00000364432	SNORA	SNORA65
ENST00000364439	YRNA	Y_RNA
ENST00000364441	YRNA	Y_RNA
ENST00000364444	YRNA	Y_RNA
ENST00000364446	SNORA	SNORA7
ENST00000364448	SNORD	SNORD113
ENST00000364456	SNORD	SNORD115
ENST00000364460	SNORD	SNORD33
ENST00000364461	SNORD	SNORD115
ENST00000364469	YRNA	Y_RNA
ENST00000364470	YRNA	Y_RNA
ENST00000364473	YRNA	Y_RNA
ENST00000364478	SNORA	SNORA73
ENST00000364481	YRNA	Y_RNA
ENST00000364484	YRNA	Y_RNA
ENST00000364495	YRNA	Y_RNA
ENST00000364501	YRNA	Y_RNA
ENST00000364506	SNORA	SNORA70
ENST00000364518	SNORA	SNORA68
ENST00000364523	SNORA	SNORA71
ENST00000364533	SNORD	SNORD14
ENST00000364535	YRNA	Y_RNA
ENST00000364537	SNORA	SNORA68
ENST00000364542	YRNA	Y_RNA
ENST00000364551	YRNA	Y_RNA
ENST00000364556	YRNA	Y_RNA
ENST00000364562	YRNA	Y_RNA
ENST00000364572	YRNA	Y_RNA
ENST00000364578	SNORA	SNORA63
ENST00000364581	YRNA	Y_RNA
ENST00000364587	SNORA	SNORA55
ENST00000364595	SNORA	SNORA51
ENST00000364597	SNORA	SNORA16
ENST00000364612	SNORD	SNORD115
ENST00000364617	SNORD	SNORD45
ENST00000364619	YRNA	Y_RNA
ENST00000364628	YRNA	Y_RNA
ENST00000364631	YRNA	Y_RNA
ENST00000364632	SNORD	SNORD74
ENST00000364641	YRNA	Y_RNA
ENST00000364642	SNORA	SNORA71
ENST00000364646	SNORA	SNORA51
ENST00000364659	YRNA	Y_RNA
ENST00000364665	YRNA	Y_RNA
ENST00000364671	SNORA	SNORA1
ENST00000364672	SNORA	SNORA62
ENST00000364674	SNORA	SNORA16
ENST00000364678	YRNA	Y_RNA
ENST00000364684	YRNA	Y_RNA
ENST00000364687	SNORD	SNORD113
ENST00000364693	YRNA	Y_RNA
ENST00000364695	YRNA	Y_RNA
ENST00000364696	YRNA	Y_RNA
ENST00000364699	SNORD	SNORD113
ENST00000364703	YRNA	Y_RNA
ENST00000364714	YRNA	Y_RNA
ENST00000364726	YRNA	Y_RNA
ENST00000364729	SNORA	SNORA71
ENST00000364749	SNORA	SNORA67
ENST00000364754	YRNA	Y_RNA
ENST00000364757	YRNA	Y_RNA
ENST00000364764	SNORD	SNORD115
ENST00000364765	YRNA	Y_RNA
ENST00000364773	SNORA	SNORA14
ENST00000364774	YRNA	Y_RNA
ENST00000364790	SNORA	SNORA20
ENST00000364793	YRNA	Y_RNA
ENST00000364796	SNORD	SNORD74
ENST00000364798	YRNA	Y_RNA
ENST00000364802	SNORD	SNORD113
ENST00000364805	SNORD	SNORD33
ENST00000364806	YRNA	Y_RNA
ENST00000364809	SNORD	SNORD115
ENST00000364811	YRNA	Y_RNA
ENST00000364813	YRNA	Y_RNA
ENST00000364819	SNORD	SNORD113
ENST00000364830	SNORD	SNORD113
ENST00000364831	SNORA	SNORA25
ENST00000364840	SNORD	SNORD113
ENST00000364849	SNORD	SNORD87
ENST00000364854	YRNA	Y_RNA
ENST00000364879	YRNA	Y_RNA
ENST00000364884	SNORD	SNORD52
ENST00000364886	YRNA	Y_RNA
ENST00000364902	SNORA	SNORA5
ENST00000364904	YRNA	Y_RNA
ENST00000364908	YRNA	Y_RNA
ENST00000364915	SNORD	SNORD83
ENST00000364916	YRNA	Y_RNA
ENST00000364918	YRNA	Y_RNA
ENST00000364930	YRNA	Y_RNA
ENST00000364937	SNORA	SNORA27
ENST00000364938	SNORA	SNORA73
ENST00000364941	SNORA	SNORA71
ENST00000364946	SNORA	SNORA73
ENST00000364950	YRNA	Y_RNA
ENST00000364953	SNORD	SNORD48
ENST00000364960	YRNA	Y_RNA
ENST00000364961	SNORD	SNORD115
ENST00000364969	SNORD	SNORD113
ENST00000364977	SNORD	SNORD31
ENST00000364992	YRNA	Y_RNA
ENST00000364993	SNORA	SNORA51
ENST00000364995	SNORD	SNORD50
ENST00000364997	YRNA	Y_RNA
ENST00000365011	YRNA	Y_RNA
ENST00000365014	YRNA	Y_RNA
ENST00000365028	SNORA	SNORA72
ENST00000365029	SNORD	SNORD113
ENST00000365032	SNORA	SNORA71
ENST00000365037	SNORD	SNORD115
ENST00000365043	YRNA	Y_RNA
ENST00000365063	YRNA	Y_RNA
ENST00000365067	SNORD	SNORD115
ENST00000365068	YRNA	Y_RNA
ENST00000365073	SNORD	SNORD115
ENST00000365074	SNORA	SNORA72
ENST00000365075	SNORA	SNORA70
ENST00000365080	SNORD	SNORD113
ENST00000365087	SNORA	SNORA25
ENST00000365095	YRNA	Y_RNA
ENST00000365099	SNORD	SNORD115
ENST00000365110	SNORA	SNORA62
ENST00000365114	YRNA	Y_RNA
ENST00000365117	YRNA	Y_RNA
ENST00000365118	YRNA	Y_RNA
ENST00000365122	SNORD	SNORD115
ENST00000365128	SNORA	SNORA23
ENST00000365138	YRNA	Y_RNA
ENST00000365144	YRNA	Y_RNA
ENST00000365149	YRNA	Y_RNA
ENST00000365153	SNORD	SNORD81
ENST00000365157	YRNA	Y_RNA
ENST00000365161	SNORD	SNORD38
ENST00000365165	YRNA	Y_RNA
ENST00000365171	YRNA	Y_RNA
ENST00000365172	SNORD	SNORD49
ENST00000365176	YRNA	Y_RNA
ENST00000365178	SNORD	SNORD113
ENST00000365189	SNORA	SNORA1
ENST00000365201	YRNA	Y_RNA
ENST00000365208	YRNA	Y_RNA
ENST00000365209	YRNA	Y_RNA
ENST00000365223	SNORD	SNORD58
ENST00000365230	YRNA	Y_RNA
ENST00000365267	YRNA	Y_RNA
ENST00000365271	YRNA	Y_RNA
ENST00000365272	SNORD	SNORD113
ENST00000365276	YRNA	Y_RNA
ENST00000365299	YRNA	Y_RNA
ENST00000365306	SNORD	SNORD115
ENST00000365307	YRNA	Y_RNA
ENST00000365312	YRNA	Y_RNA
ENST00000365313	SNORA	SNORA4
ENST00000365318	SNORD	SNORD115
ENST00000365319	SNORA	SNORA30
ENST00000365320	YRNA	Y_RNA
ENST00000365325	YRNA	Y_RNA
ENST00000365341	YRNA	Y_RNA
ENST00000365352	YRNA	Y_RNA
ENST00000365361	SNORA	SNORA9
ENST00000365381	YRNA	Y_RNA
ENST00000365382	SNORD	SNORD14
ENST00000365384	YRNA	Y_RNA
ENST00000365385	YRNA	Y_RNA
ENST00000365391	SNORD	SNORD115
ENST00000365400	SNORD	SNORD113
ENST00000365402	YRNA	Y_RNA
ENST00000365403	YRNA	Y_RNA
ENST00000365405	SNORD	SNORD51
ENST00000365406	YRNA	Y_RNA
ENST00000365409	YRNA	Y_RNA
ENST00000365413	SNORA	SNORA33
ENST00000365423	SNORD	SNORD113
ENST00000365436	YRNA	Y_RNA
ENST00000365439	YRNA	Y_RNA
ENST00000365440	YRNA	Y_RNA
ENST00000365448	YRNA	Y_RNA
ENST00000365462	YRNA	Y_RNA
ENST00000365465	SNORD	SNORD50
ENST00000365473	SNORA	SNORA2
ENST00000365475	YRNA	Y_RNA
ENST00000365484	YRNA	Y_RNA
ENST00000365487	YRNA	Y_RNA
ENST00000365491	YRNA	Y_RNA
ENST00000365493	SNORA	SNORA62
ENST00000365498	YRNA	Y_RNA
ENST00000365503	SNORD	SNORD115
ENST00000365504	SNORA	SNORA62
ENST00000365507	SNORA	SNORA25
ENST00000365509	SNORA	SNORA70
ENST00000365512	YRNA	Y_RNA
ENST00000365515	YRNA	Y_RNA
ENST00000365518	YRNA	Y_RNA
ENST00000365519	SNORA	SNORA70
ENST00000365529	YRNA	Y_RNA
ENST00000365530	SNORD	SNORD82
ENST00000365532	YRNA	Y_RNA
ENST00000365537	YRNA	Y_RNA
ENST00000365540	YRNA	Y_RNA
ENST00000365544	YRNA	Y_RNA
ENST00000365547	YRNA	Y_RNA
ENST00000365564	SNORA	SNORA4
ENST00000365568	YRNA	Y_RNA
ENST00000365570	SNORD	SNORD42
ENST00000365591	YRNA	Y_RNA
ENST00000365599	YRNA	Y_RNA
ENST00000365600	YRNA	Y_RNA
ENST00000365606	YRNA	Y_RNA
ENST00000365607	SNORD	SNORD25
ENST00000365625	YRNA	Y_RNA
ENST00000365628	SNORD	SNORD116
ENST00000365629	SNORD	SNORD115
ENST00000365633	SNORD	SNORD34
ENST00000365638	YRNA	Y_RNA
ENST00000365644	YRNA	Y_RNA
ENST00000365647	SNORA	SNORA64
ENST00000365652	YRNA	Y_RNA
ENST00000365653	YRNA	Y_RNA
ENST00000365659	SNORD	SNORD18
ENST00000365663	YRNA	Y_RNA
ENST00000365672	YRNA	Y_RNA
ENST00000383850	YRNA	Y_RNA
ENST00000383855	YRNA	Y_RNA
ENST00000383865	SNORA	SNORA18
ENST00000383870	SNORA	SNORA57
ENST00000383875	SNORD	SNORD58
ENST00000383876	SNORA	SNORA22
ENST00000383882	SNORD	SNORD116
ENST00000383884	SNORD	SNORD24
ENST00000383885	SNORA	SNORA2
ENST00000383893	SNORD	SNORD45
ENST00000383894	SNORD	SNORD116
ENST00000383895	SNORA	SNORA69
ENST00000383903	SNORD	SNORD60
ENST00000383906	SNORA	SNORA42
ENST00000383907	SNORA	SNORA22
ENST00000383909	YRNA	Y_RNA
ENST00000383910	SNORA	SNORA70
ENST00000383912	YRNA	Y_RNA
ENST00000383913	YRNA	Y_RNA
ENST00000383918	YRNA	Y_RNA
ENST00000383919	YRNA	Y_RNA
ENST00000383920	SNORA	SNORA2
ENST00000383922	SNORA	SNORA20
ENST00000383923	SNORA	SNORA70
ENST00000383924	YRNA	Y_RNA
ENST00000383929	SNORD	SNORD116
ENST00000383932	YRNA	Y_RNA
ENST00000383933	YRNA	Y_RNA
ENST00000383934	SNORA	SNORA70
ENST00000383935	YRNA	Y_RNA
ENST00000383936	YRNA	Y_RNA
ENST00000383942	YRNA	Y_RNA
ENST00000383945	YRNA	Y_RNA
ENST00000383949	YRNA	Y_RNA
ENST00000383952	YRNA	Y_RNA
ENST00000383953	SNORD	SNORD21
ENST00000383955	YRNA	Y_RNA
ENST00000383961	SNORD	SNORD116
ENST00000383963	YRNA	Y_RNA
ENST00000383965	YRNA	Y_RNA
ENST00000383966	SNORA	SNORA56
ENST00000383972	YRNA	Y_RNA
ENST00000383977	YRNA	Y_RNA
ENST00000383978	YRNA	Y_RNA
ENST00000383979	YRNA	Y_RNA
ENST00000383984	YRNA	Y_RNA
ENST00000383987	YRNA	Y_RNA
ENST00000383990	YRNA	Y_RNA
ENST00000383992	YRNA	Y_RNA
ENST00000383994	YRNA	Y_RNA
ENST00000384000	SNORD	SNORD116
ENST00000384001	YRNA	Y_RNA
ENST00000384004	SNORA	SNORA36
ENST00000384007	YRNA	Y_RNA
ENST00000384012	YRNA	Y_RNA
ENST00000384014	YRNA	Y_RNA
ENST00000384024	YRNA	Y_RNA
ENST00000384027	SNORD	SNORD101
ENST00000384028	SNORA	SNORA30
ENST00000384029	YRNA	Y_RNA
ENST00000384033	SNORA	SNORA62
ENST00000384041	YRNA	Y_RNA
ENST00000384043	YRNA	Y_RNA
ENST00000384048	SNORD	SNORD37
ENST00000384049	SNORA	SNORA32
ENST00000384052	YRNA	Y_RNA
ENST00000384053	SNORA	SNORA75
ENST00000384054	YRNA	Y_RNA
ENST00000384057	YRNA	Y_RNA
ENST00000384058	SNORA	SNORA15
ENST00000384063	YRNA	Y_RNA
ENST00000384065	YRNA	Y_RNA
ENST00000384068	YRNA	Y_RNA
ENST00000384070	YRNA	Y_RNA
ENST00000384072	SNORA	SNORA32
ENST00000384078	YRNA	Y_RNA
ENST00000384079	YRNA	Y_RNA
ENST00000384081	YRNA	Y_RNA
ENST00000384084	SNORA	SNORA64
ENST00000384086	YRNA	Y_RNA
ENST00000384087	YRNA	Y_RNA
ENST00000384089	YRNA	Y_RNA
ENST00000384090	YRNA	Y_RNA
ENST00000384095	YRNA	Y_RNA
ENST00000384096	SNORA	SNORA24
ENST00000384097	YRNA	Y_RNA
ENST00000384107	SNORA	SNORA1
ENST00000384111	SNORA	SNORA5
ENST00000384113	YRNA	Y_RNA
ENST00000384117	YRNA	Y_RNA
ENST00000384119	YRNA	Y_RNA
ENST00000384120	YRNA	Y_RNA
ENST00000384122	SNORA	SNORA18
ENST00000384123	YRNA	Y_RNA
ENST00000384126	SNORA	SNORA51
ENST00000384131	YRNA	Y_RNA
ENST00000384135	YRNA	Y_RNA
ENST00000384138	YRNA	Y_RNA
ENST00000384142	SNORA	SNORA70
ENST00000384147	SNORD	SNORD26
ENST00000384151	SNORA	SNORA51
ENST00000384158	SNORA	SNORA75
ENST00000384159	SNORA	SNORA70
ENST00000384168	YRNA	Y_RNA
ENST00000384170	SNORA	SNORA9
ENST00000384171	SNORA	SNORA51
ENST00000384174	SNORA	SNORA72
ENST00000384176	SNORA	SNORA24
ENST00000384178	YRNA	Y_RNA
ENST00000384182	SNORA	SNORA70
ENST00000384183	SNORA	SNORA29
ENST00000384184	YRNA	Y_RNA
ENST00000384186	SNORA	SNORA7
ENST00000384187	YRNA	Y_RNA
ENST00000384198	YRNA	Y_RNA
ENST00000384200	YRNA	Y_RNA
ENST00000384202	YRNA	Y_RNA
ENST00000384210	SNORA	SNORA70
ENST00000384214	SNORD	SNORD15
ENST00000384215	SNORA	SNORA9
ENST00000384220	SNORA	SNORA20
ENST00000384221	SNORA	SNORA36
ENST00000384223	YRNA	Y_RNA
ENST00000384224	YRNA	Y_RNA
ENST00000384229	SNORD	SNORD49
ENST00000384230	YRNA	Y_RNA
ENST00000384231	SNORA	SNORA70
ENST00000384232	YRNA	Y_RNA
ENST00000384234	SNORA	SNORA51
ENST00000384237	YRNA	Y_RNA
ENST00000384240	YRNA	Y_RNA
ENST00000384250	SNORA	SNORA8
ENST00000384251	YRNA	Y_RNA
ENST00000384252	SNORD	SNORD61
ENST00000384255	YRNA	Y_RNA
ENST00000384262	SNORD	SNORD63
ENST00000384263	YRNA	Y_RNA
ENST00000384268	YRNA	Y_RNA
ENST00000384271	YRNA	Y_RNA
ENST00000384274	SNORD	SNORD116
ENST00000384275	SNORA	SNORA5
ENST00000384281	SNORA	SNORA54
ENST00000384282	YRNA	Y_RNA
ENST00000384287	SNORD	SNORD116
